shot_id,match_id,player,team,period,minute,second,time_window,score_diff,score_state,location,shot_angle,d_0,n_def,d_m,p_score,shooter_rank,n_shooting_options,shooter_rank_pct,shooter_is_best_option,shooter_rank_valid,n_valid_shooting_options,shooter_rank_valid_pct,shooter_is_best_valid_option,best_teammate_p_score,best_valid_teammate_p_score,best_option_p_score,n_better_invalid_position,n_better_teammates,n_better_options,best_pass_interception_prob,best_pass_retention_prob,best_pass_risk,shooter_value,best_teammate_value,best_teammate_pass_success_prob,decision_value,good_decision,shot_outcome,shot_xg,decision_margin
9da39a45-ab5c-4835-969e-e2f9fcf5678b,3895167,Jeremie Frimpong,Bayer Leverkusen,2,72,8,68-90+,0,0,"[103.7, 51.3]",19.06209414093444,19.833809518093084,3,1.3873561089971629,0.0253488237646254,7,8,0.875,False,5,6,0.8333333333333334,False,0.592147240610401,0.1988595870508409,0.1988595870508409,2,4,1,0.0,0.982547490913071,-0.982547490913071,0.0253488237646254,0.0249064301727135,0.982547490913071,0.0004423935919118,False,Saved,0.044807762,0.0004423935919119007
6027b96c-f6af-4db5-a43f-374ef60d6c2e,3895167,Jonathan Tah,Bayer Leverkusen,2,87,1,68-90+,0,0,"[104.8, 39.4]",29.44607941904262,15.211837495845138,2,6.056098852202821,0.0834926963596901,4,9,0.4444444444444444,False,4,9,0.4444444444444444,False,0.2168009656601146,0.2168009656601146,0.2168009656601146,0,3,1,0.0,0.982547490913071,-0.982547490913071,0.0834926963596901,0.0820355567470411,0.982547490913071,0.001457139612649,False,Off T,0.06837945,0.0014571396126489972
970bb83f-ebe2-48ac-9d61-75afcb2026a5,3895167,Patrik Schick,Bayer Leverkusen,2,88,45,68-90+,0,0,"[111.4, 47.3]",31.733764245983046,11.28051417267847,1,8.299250522864517,0.2121125482893366,3,6,0.5,False,3,5,0.6,False,0.3010938834534761,0.3010938834534761,0.3010938834534761,0,2,1,0.0,0.982547490913071,-0.982547490913071,0.2121125482893366,0.2084106777058213,0.982547490913071,0.0037018705835153,False,Blocked,0.043944217,0.0037018705835152876
fb3e4261-26e0-45e3-8f54-a7ce7661e65e,3895167,Jonathan Tah,Bayer Leverkusen,2,89,19,68-90+,0,0,"[113.8, 31.9]",29.39327000355053,10.200490184299971,1,8.31450554840231,0.2312749750140565,3,9,0.3333333333333333,False,3,8,0.375,False,0.3350422761049452,0.3350422761049452,0.3350422761049452,0,2,1,0.0,0.982547490913071,-0.982547490913071,0.2312749750140565,0.2272386727118626,0.982547490913071,0.0040363023021938,False,Saved,0.05857957,0.0040363023021939
e7cb1597-fdbd-4607-a3ce-70d0a1bf097d,3895167,Jonas Hofmann,Bayer Leverkusen,2,93,30,68-90+,0,0,"[109.7, 22.8]",12.052268594766485,20.048191938426765,1,16.664323105978024,0.1077589241946059,3,6,0.5,False,3,6,0.5,False,0.2445459654892877,0.2445459654892877,0.2445459654892877,0,2,0,,,,0.1077589241946059,,,0.1077589241946059,True,Off T,0.015310748,0.0
dda91cf4-6be6-4337-8263-92989e8e09a3,3895158,Exequiel Alejandro Palacios,Bayer Leverkusen,1,6,7,0-23,-1,-1,"[99.6, 38.1]",22.00809115875597,20.48828933805847,2,5.744477822149491,0.0545468541423823,6,9,0.6666666666666666,False,6,9,0.6666666666666666,False,0.2249076264162086,0.2249076264162086,0.2249076264162086,0,5,0,,,,0.0545468541423823,,,0.0545468541423823,True,Saved,0.05545624,0.0
e3498422-e3ce-4ac5-99fc-30aa04d876b4,3895158,Granit Xhaka,Bayer Leverkusen,1,13,34,0-23,-1,-1,"[95.5, 52.8]",14.68152958687494,27.642177917088947,2,14.006160818859025,0.032066830707624,7,9,0.7777777777777778,False,7,9,0.7777777777777778,False,0.1175549824477137,0.1175549824477137,0.1175549824477137,0,6,1,0.0,0.0,0.0,0.032066830707624,0.0,0.0,0.032066830707624,False,Saved,0.021554975,0.032066830707624
d36d28d3-be36-46b1-bf09-9d3e8b20f3ee,3895158,Jonas Hofmann,Bayer Leverkusen,1,18,51,0-23,-1,-1,"[98.6, 34.3]",19.84141409325977,22.14610575247938,2,5.655404248451242,0.0477193993891366,4,8,0.5,False,4,8,0.5,False,0.1878507219261549,0.1878507219261549,0.1878507219261549,0,3,0,,,,0.0477193993891366,,,0.0477193993891366,True,Off T,0.03811005,0.0
df5eca50-7090-494a-8484-64ea250c5cb4,3895158,Granit Xhaka,Bayer Leverkusen,1,20,6,0-23,-1,-1,"[95.8, 48.2]",16.908323104569167,25.55151658904027,3,11.008866787425545,0.0206414172523069,7,8,0.875,False,6,7,0.8571428571428571,False,0.3902657174761496,0.2252843580972556,0.2252843580972556,1,5,1,0.0,0.982547490913071,-0.982547490913071,0.0206414172523069,0.0202811768441826,0.982547490913071,0.0003602404081242,False,Off T,0.022244284,0.0003602404081242995
897fce1e-00c2-4316-bf86-2ca40d78213e,3895158,Jonathan Tah,Bayer Leverkusen,1,25,45,23-45+,-1,-1,"[114.7, 48.5]",26.689913868250244,10.016985574512924,1,4.381629315146428,0.2247764136755911,4,10,0.4,False,4,10,0.4,False,0.5612005706394083,0.5612005706394083,0.5612005706394083,0,3,0,,,,0.2247764136755911,,,0.2247764136755911,True,Wayward,0.11983944,0.0
