time_window,-2+,-1,0,+1,+2+
0-23,,0.04580404959075795,0.07906500147369382,0.06577091264448587,
23-45+,,0.0936991305717244,0.07876841556232807,0.08769556316646342,0.01411226876320709
45-68,0.0009042207796638724,0.0801562826853682,0.06559472702358869,0.09039732322945374,0.057693007615102626
68-90+,,0.10289701101844134,0.1300376440262222,0.06930641735658347,0.09096548463685682
